text,label
"stretching the quadriceps, keeping the chin locked.",1
Follow this asana by counter balancing with CHILD.,1
for  protection.  DO  NOT  attempt  this  asana  if,1
Verities and Realities of your Existence.,1
"Lift  the  toes,  spread  them  apart,  then  lower  them  down  with  the  weight  evenly  distributed",1
"and  grounded  in  the  mat.    The  hands  are  by  the  sides,  in  anatomical  neutral  posture.",1
"Engage  optimum  posture,  core  lock,  and  Mula  Bandha.    Keep  the  body  tall.    Heeltoe  the",1
"feet  approximately  4  -  5  feet  apart.    Pivot  both  feet    90  degrees  to  the  right,  parallel  with",1
"each other.  The back heel will raise off the mat.   Inhale, lift up from the waist and the crown",1
"of  the  head,  and  raise  the  arms  laterally  reaching  out  in  a  circular  motion  overhead.    The",1
"arms  are straight,  parallel  with  the  ears, and  palms  face forward.   Square the  hips  parallel",1
"pushing  the  right  hip  back,  and  the  left  hip  forward.    Exhale,    sit  and  lower  the  hips  down",1
"until the front thigh is parallel to the mat, and the left knee is over the ankle.  The back right",1
"leg  is  fully  extended  with  the  knee  locked,  the  heel  is  raised  with  the  body  weight  evenly",1
"distributed  in  the  ball  of  the  back  foot and  the  sole  of  the  front  foot.    The  head,  neck,  and",1
spine  are  linear.    Reach  up  with  the  arms  and  ribcage.    Gaze  at  a  fixed  point  ahead.,1
Maintain the asana for 5 respirations.   Repeat on the other side.,1
Align  the  front  knee  directly  over the  front,1
ankle.  Keep the back leg straight and fully,1
aligned.    Reach  up  tall  in  the  trunk  lifting,1
"Beginners  -    To  decrease  the  intensity  of  this  asana,  drop  the  back  knee  gently  so  it",1
"Advanced -  PRAYER  TWIST  LUNGE   From  final  LUNGE  Position,  place  the  palms  over",1
the  heart  in  prayer  position  pushing  the  hands  into  each  other.    Contract  the  shoulders,1
back  and  rotate  the  upper  body  to  the side of  the extended  straight  leg.      Rotate the  left,1
elbow to the inside of the left thigh and the right elbow parallel with the left.  Lower the hips,1
and  straighten  the  arms  so  the  folded  hands  are  parallel  with  the  mat.    Bring  the  lower,1
shoulder blade back and the upper shoulder blade forward.,1
"The  body  weight  is  evenly  distributed  and  grounded  in  the  mat.    The  arms  are  straight,",1
"elevated to the sides at shoulder height, and palms face forward.  The feet are aligned under",1
"the elbows.  Engage optimum posture, core lock, and Mula Bandha.  Inhale, keep the body",1
"tall,  push  down  on  the  mat  with  the  feet and  lift  from  the  knees  while  squeezing  the  thighs",1
"and  the  gluteals.   Open  the  webs of  the  hands,  stretch the   fingers, and  reach out  with  the",1
"palms.  Exhale, drop and retract the shoulder blades gently lifting the sternum.  Stretch the",1
"crown of  the  head  up,  retract the chin, and  gaze  at a fixed  point.    Maintain  the  asana for 5",1
Facilitate equal distribution of body weight,1
"shoulders  must  remain  retracted,  down,  and",1
Intermediate    Close  the  eyes  and  accentuate  the  stretch  further  with  every  exhalation.,1
and  grounded  in  the  mat.    The  hands  are  by  the  sides  in  anatomical  neutral  posture.,1
"Engage  optimum  posture, core  lock, and  Mula  Bandha.    Keep  the  body  tall.    Maintain  the",1
balance  in  the  bottom  of  the  feet.    Lift  up  from  the  kneecaps  and  squeeze  the  thighs  and,1
"gluteals.  The legs are straight and knees unlocked.   Inhale, lift up from the waist and  the",1
"crown of  the  head,  and  raise the arms  laterally  reaching  out in  a  circular  motion overhead.",1
The  palms  face  each other and  are  parallel  with  the  ears.    Pivot  the  body  forward  from  the,1
"hips  until  the  spine  and  arms  are  horizontal,  parallel  to  the  mat,  forming  a  right  angle  with",1
"the  thighs  and  legs.    The  head,  neck,  arms,  and  spine  are  linear.      Gaze  at  a  fixed  point.",1
It  is  important  to  reach  out  fully  with  the,1
"arms,  and  to    retract  the  shoulder  blades",1
"Stand in optimum  neutral posture, feet hip-width apart, the hands are by the sides,",1
"and grounded in the mat.  Engage optimum posture, core lock, and Mula Bandha.  Keep the",1
"body  tall.    Maintain  the  balance  in  the  bottom  of  the  feet.    Lift  up  from  the  kneecaps,",1
"squeeze  the  thighs and  gluteals,  keep  the  legs  straight, and  knees  unlocked.   Inhale, raise",1
"from the navel, stretch the crown of the head up, and lengthen the spine.  Exhale, drop the",1
shoulders and lift the sternum.  Slowly raise the right arm laterally in a circular motion above,1
the  head  and  simultaneously  reach  down  with  the  left  hand  bending  sideways  to  the  left.,1
The palms face toward the body.  The right arm is in line with the right ear.  Reach up with,1
the right hand and approximate the left hand down to the mat increasing the concavity of the,1
curve  on  the  left  side.    Gaze  at  the  raised  hand.    Maintain  the  asana  for  5  respirations.,1
Stabilize optimum  neutral standing posture,1
Open the shoulder girdle and chest cavity,1
"Lock  the  core,  stabilize  and  retract",1
Opens  and  stretches  the  sides  of  the,1
"Intermediate  -  CRESCENT  MOON  2   Inhale,  raise  from  the  navel,  stretch  the  crown  of  the",1
"head  up,  and  lengthen  the  spine.    Interlace the  fingers in  prayer,  index  fingers  pointed, and",1
"slowly  raise  both  arms overhead.    Exhale,  side  bend  to  the  left stretching  the  fingers,  arms,",1
"and upper body to the left, increasing the concavity of the curve on the left side.  Maintain the",1
"balance in the bottom of the feet.  Lift up from the kneecaps, squeeze the thighs and gluteals,",1
"keep  the  legs  straight,  and  knees  unlocked.    Gaze  at  the  hands.    Maintain  the asana  for  5",1
Engage  the  core  at  all  times  to  maintain  the,1
Retract  the  chin  and  elongate  the  neck  during  the,1
Keep both legs fully active during the asana.,1
Distribute the body weight evenly between the feet,1
"The  hands  are  placed  directly  under  the shoulders,  the chin  is  retracted, and  the  neck",1
"lengthened. Engage optimum posture, core lock, and Mula Bandha.  Extend the right leg",1
fully and balance the weight in the ball of the right foot.  Bend the left knee and place the,1
"left foot beside the left thumb.  Align the shoulders, elbows, and wrists in a straight line.",1
"From a side view, the head, body, and extended heel are linear.  Gaze at a fixed point.",1
Maintain the asana for 5 respirations.  Repeat on the other side.,1
Focus  on  the  individual  components  of  the,1
asana.  The  spine sags and  the  hips  rotate  if,1
the  core  is  not  fully  engaged  throughout  the,1
movement.  Maintain  a  neutral  position  in  the,1
"neck,  do  not  extend  up,  and  retract  the",1
shoulder  blades.    Distribute  equal  weight  in,1
both feet and  the palms are flat on the mat.,1
Beginners    Contact  the  knee  of  the  extended  leg  with  the  mat.    Gaze  at  a  fixed  point.,1
balance  in  the  bottom  of  the  feet.  Lift  up  from  the  kneecaps  and  squeeze  the  thighs  and,1
"gluteals.    The  legs are  straight  and  knees  unlocked.    Inhale,  lift  up  from  the  waist and  the",1
The palms face forward and are parallel with the ears.  Pivot back from the hips and gaze at,1
the finger tips.  Maintain the asana for 5 respirations.,1
"Slowly  reach  up  and  out  with  the  arms,",1
coordinating  the  breath  with  the  movement.,1
grounded  in  the  mat.    The  hands  are  by  the  sides  in  anatomical  neutral  posture.      Engage,1
"optimum  posture,  core  lock,  and  Mula  Bandha.    Keep  the  body  tall.    Heeltoe  the  feet",1
"approximately  3  -  4  feet  apart.    Extend  both  knees  and  turn  the  left  foot  to  the  left  side,",1
"perpendicular to the right.  Inhale, lift up from the waist and the crown of the head, and bring",1
both  arms  level  at  shoulder  height.    The  arms  are  parallel  with  the  mat  and  palms  face,1
"forward.    Exhale,  pivot  forward  and  rotate  to  the  left,  reach  and  place  the  right  palm  on  the",1
"mat beside, or outside the left foot.  Push the right hip back minimizing the rotation.   Inhale,",1
"draw the left shoulder back and push the right hand into the mat.  Exhale, reach the left arm",1
up  to  the  sky and  ground  the  feet  into the  mat.    Flare  the fingers of  the  raised  hand.    Both,1
arms  are  parallel  with  each other.    Gaze  up  at  the  left  hand  and  lift  up  on  the  tailbone  and,1
kneecaps.    Maintain  the  asana  for  5  respirations.    Repeat  on  the  other  side.    To  return  to,1
"initial position, slowly heeltoe back to center, and lift up very slowly into GAZE.",1
"Stretch the hamstring, inner thigh, and calf",1
"To prevent the feeling of fainting or dizziness,",1
make  controlled  heeltoe  movements  to  the,1
"Opens  up  the  upper  spine,  chest,  and",1
"Beginners  -  The  legs  may  be  separated  3  -  4  feet,  and  the  knees  may  be  slightly  bent.",1
"Support  the  left  hand  on  the  right  shin,  and  when  comfortable,  work  it  down  the  leg.    Gaze",1
down at the mat if there is strain on the neck.  Maintain the asana for 3 respirations.  Repeat,1
"Intermediate  -   Pivot  forward  from  the  hips,  rotate  the  body to  the  left, and  reach  down  with",1
both  hands  to  the  left  foot.    Place  the  palms  flat  beside  the  left  foot.    Approximate  the,1
"forehead    to  the  left  knee,  lift  the  tailbone  and  shoulder  blades  up  to  the  sky,  and  lock  the",1
front  knee.    The  body  weight  is  evenly  distributed  in  both  feet.    Maintain  the  asana  for    5,1
"respirations.  Repeat on the other side.  Slowly pivot and heeltoe the feet to the center, lift up",1
"whiplash,  or  in  the  last  3  months  of",1
"gluteals.   Inhale,  lift  up  from  the  waist  and  the crown  of the  head.    Raise  the arms  laterally",1
and  reach  out  in a  circular  motion  overhead.    The  palms  face each other  and the arms are,1
"straight, parallel with the ears.  Exhale, bend at the knees, lower down into a full squat and",1
sit  like  a  crow.    Keep  the  weight  evenly  distributed  in  the  feet.  Gaze  at  a  fixed  point.,1
"Tone the gluteal, pelvic, and thigh muscles",1
The  gluteals  are  lowered  and  engaged  at,1
posture  at  all  times.      Keep  the  knees,1
aligned  with  the  ankles.    Focus  on  the,1
becomes  difficult.  The  heels  remain  in  full,1
"Intermediate  SQUAT PRAYER  In the final position of SQUAT, lower the arms and fold the",1
hands  in  prayer  over  the  heart.    Maintain  a  neutral  spine and  keep  the  shoulders  retracted.,1
Gaze at a fixed point.  Maintain the asana for 5 respirations.,1
"Squatting is an active way of sitting, it stretches the low back and engages the hips. In the",1
Eastern and  Oriental  cultures squatting  is a normal   way  of sitting  instead of  using  chairs.,1
Eastern cultures often assume a squatting position when using the toilet.  It is also common,1
for women of the East to deliver their babies in maternity wards in the squatting posture.,1
"Stand in optimum  posture, feet together.",1
"crown  of  the  head,    raise  both  arms  in  a  circular  motion  overhead,  parallel  with  the  ears,",1
"palms  face  inward.    Exhale,  bend  at  the  knees, squat  as  if sitting  in  a  chair and  bring  the",1
"thighs  parallel  with  the  mat.    Contract  the abdominal  muscles,  draw  the  gluteals  back  and",1
align the knees over the ankles.  Gaze at a fixed point. Maintain the asana for 3 respirations.,1
The gluteals are lowered and engaged at all,1
times.        Focus  on  the  breath  especially,1
Intermediate - THUNDERBOLT PRAYER  Assume THUNDERBOLT  with the feet together.,1
Lower  the  arms  and  fold  the  hands  over  the  heart.    The  chin  and  shoulder  blades  are,1
retracted.  Gaze at a fixed point.  Maintain the asana for 5 respirations.,1
Advanced  - THUNDERBOLT  PRAYER TWIST   From  the  final  position  of THUNDERBOLT,1
"PRAYER,  rotate  the  left  elbow  to  the  outside  of  the  right  thigh.    The  feet  and  knees  are",1
"together.   Lower  the  hips,  and  straighten  the arms  so the  folded  hands  are  parallel  with  the",1
mat.  Bring the lower shoulder blade back and the upper shoulder blade forward.  Do not rest,1
the  elbows  on  the  knees.    Gaze  at  a  fixed  point.    Maintain  the  asana  for  5  respirations.,1
"Standing, Balance, Strength, Inversion, Lateral",1
"Stand in optimum posture, feet hip-width apart.",1
"Lift  the  toes, spread  them  apart,  then  lower them  down  with  the  weight  evenly  distributed",1
"Engage  optimum  posture, core  lock,  and  Mula  Bandha.   Keep  the  body  tall.    Heeltoe  the",1
feet  approximately  4  - 5  feet  apart.    Extend  both  knees  and  turn  the  right  foot  out  to  the,1
"right  side,  perpendicular  with  the  left.    Inhale,  lift  up  from  the  waist  and  the  crown  of  the",1
"head,  bring  both  arms  level  at  shoulder  height,  parallel  with the  mat,  palms  face  forward.",1
Exhale  and  side  bend  to  the  right  do  not  rotate  the  body  forward.    Slide  the  right  hand,1
down the front of the right leg and place the right hand on or near the right heel.  Reach the,1
"left  arm  up  to  the  sky,  the  palm  faces  forward,  and  fingers  flare  open.    Both  arms  are",1
parallel  with  each other.  Gaze  up  at  the  left  hand.    Maintain  the  asana  for  5  respirations.,1
"Repeat on the other side.  To return to initial position, heeltoe back slowly and lift up very",1
and  lowering  the  bottom  side to  the  mat.,1
Do  not  flex  and  bend  forward.    Pay,1
maintain a complete lateral side bend. To,1
Beginners   The legs may be separated 3 - 4 feet and the knees may be slightly bent. Slide,1
"the right hand down to the shin, and when comfortable work it down the leg.  Gaze down at",1
the mat if there is strain on the neck.  Maintain the asana for 3 respirations.  Repeat on the,1
Variation 1 -  TRIANGLE 2  Keep the left knee extended and bend the right knee.  The right,1
thigh is parallel to the mat and the right  knee lines up over the right ankle.  Gaze up at the,1
left  hand.    Maintain  the  asana  for  5  respirations.    Repeat  on  the  other  side.    To  return  to,1
"initial position, pivot the feet heeltoe to the center and lift up very slowly.",1
Do  not  practice  the  asana  if  experiencing  high,1
"blood pressure, spinal complications, sciatica, heart",1
"complications,  symptoms of whiplash, or in the last",1
"feet approximately 4 - 5 feet apart.  Turn the left foot out to the left side, perpendicular to the",1
"right.  The  heels  are  linear.   Inhale,  lift  up  from  the  waist, stretch  the crown of  the  head  up,",1
and  raise  the  arms  laterally  reaching  out  in  a  circular  motion  overhead.  The  arms  are,1
"straight, parallel with the ears and palms face forward.  Line the hips parallel, then bring the",1
right hip back and the left hip forward.  Exhale and lower the hips down until the left thigh is,1
parallel  to  the  mat  and  the  left  knee  is over the ankle.    The  back  right  leg  is full  extended.,1
"The  head,  neck,  and spine are  linear.    Reach  up  with  the  arms  and  the ribcage.  The  body",1
weight is evenly distributed between the feet.  Gaze at a fixed point.  Maintain the asana for,1
5 respirations.   Repeat on the other side.,1
Align  the  front  knee  directly  over  the  front,1
aligned.    Maintain  the  integrity  of  the,1
"Variation 1 - WARRIOR 2  Lift the toes, spread them apart, then lower them down with the",1
weight  evenly  distributed  and  grounded  in  the  mat.    The  hands  are  by  the  sides  in,1
"anatomical neutral posture.   Engage optimum posture, core lock, and Mula Bandha.  Keep",1
the body tall.  Heeltoe the feet approximately 4 - 5 feet apart.  Turn the left foot out to the,1
"left  side,  perpendicular  to the  right.    Align  the  hips  and  raise  the  arms  to  shoulder  height,",1
"parallel with the mat, palms face up.  Exhale and lower the hips down until the left thigh is",1
parallel  to  the  mat and  the  left  knee is  over  the ankle.    The  back  left  leg  is  full  extended.,1
"The  head,  neck,  and spine are  linear.    Create a tug-of-war  between  the arms.   Align  both",1
shoulders over the hips.  The body weight is evenly distributed between the feet.  Gaze at,1
the fingers of the right hand.  Maintain the asana for 5 respirations.   Repeat on  the  other,1
"Variation 2  - WARRIOR 3  BOW AND ARROW  From the final position in WARRIOR 2,",1
"clasp  the  left    hand  into  a fist,  thumb  pointing  up,    to  hold  an  imaginary  bow.    Lower  the",1
"right hand to chest height, grasp an imaginary arrow, and pull the bow string back with the",1
right hand.  Create a stretch in the chest cavity between the left and right hands. Gaze at,1
the clenched fist ahead.  Maintain the asana for 5 respirations.   Repeat on the other side.,1
Engage  the  core  at  all    times  to  avoid  pelvic,1
Maintain a straightened leg on the side contacting,1
Distribute the weight evenly in  the foot supporting,1
Externally rotate the hip on the elevated thigh.,1
"Engage  optimum  posture,  core  lock, and  Mula  Bandha.    Stabilize  the  hips  and  pelvis,  and",1
keep  the  body tall.    Ground  the  right  foot  into  the  mat and  bend  the  left  knee.    Grasp  and,1
place  the  sole  of  the  left  foot on  the  inside of the  right  thigh.    The  left  heel  is  close to  the,1
"perineum, upper inner thigh the toes point down and the left knee points out laterally to the",1
"side.   Grasp  the  left  foot  until  the  body  posture  balances, then  place  both  hands  in  prayer",1
position  in  front  of  the  chest  with  the  forearms  parallel  to  the  mat.  Gaze  at  a  fixed  point.,1
Do  not  rush  through  the  movement  of,1
raising the foot to the thigh and lose the,1
focus  of  engaging  the  pelvic  and   core,1
of the pelvis and collapse of the hips on,1
the straight leg side.  Keep the palms in,1
"Intermediate  -  TREE  2  From  the  final  prayer  position  in  the  Beginners,  raise  both    arms",1
"extending  them  overhead,  palms  together.    The  palms  are  parallel  with  the  ears  and  the",1
"elbows  are  bent.    Retract  the  chin,  lift  the  sternum  and  lower  the  shoulders.    Maintain  a",1
steady  gaze  on  a  fixed  point.    Maintain  the  asana  for  5  respirations.    Repeat  on  the  other,1
"Advanced  -  TREE  3   From  the  final  position  in  the  Intermediate, TREE 2,   raise  both   arms",1
"extending  them  overhead,  palms  together.    The  arms  are  straight,  parallel  with  the  ears.",1
"Retract the chin, lift the sternum and lower the shoulders.  Maintain a steady gaze on a fixed",1
point.  Maintain the asana for 5 respirations.  Repeat on the other side.,1
experiencing  injuries  to  the  foot  and,1
"Ground  the  feet  into  the  mat,  engage  optimum  posture,  core  lock,  and  Mula  Bandha",1
"stabilizing the hips and pelvis.  Keep the body tall and raise the arms overhead, palms face",1
forward.  Stabilize the feet into the mat then slowly lift up on the balls of the feet.  Gaze at a,1
fixed point.  Maintain the asana for 5 respirations.,1
raising  up  on  the  balls  of  the  feet  losing,1
the focus of engaging the pelvic and core,1
"Intermediate   -  PALM  TREE  SQUAT   From  the final  elevated  Beginners  position, stay on",1
"the balls of the feet, and lower down into a full squat.  The arms are elevated and palms face",1
forward.    Gaze  at a  fixed  point.   Maintain  the  asana  for 5  respirations.    Raise the  body  up,1
experiencing  injuries  to  the  feet  or,1
and  grounded  in  the  mat.    The  hands  are  by  the  sides  in  anatomical  neutral  position.,1
"gluteals.    Keep  the  legs  straight.    Inhale,  lift  up  from  the  waist and  the  crown  of  the  head,",1
"raise both arms parallel to the mat at shoulder height, palms face forward.  Gaze at a fixed",1
"point.    Exhale,  pivot  forward  from  the  hips  bringing  the  upper  body  to  a  HALF  FOLD",1
keeping  the arms  to the sides at  shoulder  height.  Balance  the  body  weight  in the right  foot,1
"and raise the left leg and thigh back, parallel to the mat, in line with the upper body.  In the",1
final  position  the  palms  face  down.   Maintain  the  asana  for 3  respirations.     Repeat  on  the,1
Strengthen the ankles and arches of the feet,1
"Develop balance, strength, and coordination",1
Beware  of  hyper-extending  or  collapsing,1
on  the  standing  knee.    Avoid  rounding,1
the upper back or rotating the hips on the,1
elevated  leg.    Stabilize  the  standing,1
"Advanced    AIRPLANE  2    From  the  final  position,  rotate  the  arms  forward  in  front  of  the",1
head  in prayer. Gaze at a fixed point.  Maintain the asana for 5 respirations.    Repeat on the,1
"Like the  FIVE POINTED STAR, there are five vectors of pull  two arms, two legs, and the",1
head.  Radiate out in these five directions from the navel center.,1
experiencing    injuries  in  the  feet  or,1
"balance  in  the  bottom  of  the  feet.    Lift  up  from  the  kneecaps,  and  squeeze  the  thighs  and",1
"gluteals keeping the legs straight, and knees unlocked. Lift up from the waist and the crown",1
"of  the  head,    lengthen  the  spine,  and  bend  and  lift    the  right  leg.    Raise  the  left  arm  to",1
"shoulder  height,  arm  straight,  parallel  with  the  mat,    palm  facing    inward.    Bend  the  right",1
"knee and grasp the instep of the right foot with the right hand, maintaining balance. Gaze at",1
"a fixed point. Inhale, slowly raise, extend, and stretch the right thigh and leg back as high as",1
"possible.    Raise  the  right  leg  directly  behind  the  body,  avoiding  rotation  of    the  left  hip.",1
Simultaneously  bend  forward  from  the  hips  with  the  left  leg    perpendicular  to  the  mat.,1
raising the leg and thigh losing the focus,1
groups  resulting  in  the  rotation  of  the,1
pelvis and  collapse of the  hips.  Beware,1
Intermediate  Elevate the thigh and leg maximally  without compromising the core lock.,1
"experiencing    shoulder,  hip,  foot,  or",1
Engage  the  core  at  all  times  to  avoid,1
Maintain  a  straightened  leg  on  the  side,1
Distribute the  weight  evenly in    the  foot,1
"balance  in  the  bottom  of  the  feet.    Lift  up  from  the  kneecaps,  squeeze  the  thighs  and",1
"gluteals,  the  legs  are  straight,  and  knees  unlocked.    Inhale,  lift  up  from  the  waist  and  the",1
"crown of  the  head, and  lengthen  the  spine.   Fully  extend  the  right  leg  in  front of  the  body,",1
"parallel  with  the  mat.  Exhale,  drop  the  hips  in  line  with  each  other  and    draw  the  shoulder",1
"blades  down  and  back,  arms  are  at  the sides,  palms  face  forward.    Gaze  at a  fixed  point.",1
"raising the leg and thigh out, losing the focus",1
of  engaging  the  pelvic  and    core  muscle,1
"groups,  resulting  in  the  rotation  of  the  pelvis",1
and  collapse  of  the  hips  on  the  straight  leg,1
side. Do not raise the leg too high so the hips,1
Beginners -  Keep the elevated  knee slightly  bent  and support  the  raised  leg  under  the  knee,1
"Advanced  -  STANDING  SIDE  LEG  RAISE    Maintain  a  straight  spine,  extend  the  right  leg",1
"and simultaneously rotate the right hip to the right.  Raise the left arm above the head, keep",1
"Place the feet hip-width apart.  Place the palms face down in front of the feet, shoulder-width",1
"apart,  fingers  point  forward.   Lift  the  heels and  balance  the  weight on  the  balls  of  the  feet.",1
Let  the  knees  fan outward.   Engage the core  lock and  Mula  Bandha.   Lean  forward  so  the,1
outer  elbows are cupped  in  the  inside  of  the  knees.    Gaze  at  a  fixed  point.    Squeeze  the,1
"elbows into the knees, tip the body weight forward raising one foot off the mat, then raise the",1
other  foot.    Balance the  body  weight  in  the  hands  and  knees.   Bring  the  big  toes  together,1
and try to straighten the arms.  Align the body parallel with the mat.  Maintain the asana for 3,1
This  asana  requires  more  coordination  then,1
"strength.    Be  patient,  engage  the  core  and",1
use the  breath  to  balance the  body  weight  in,1
the  palms.    Keep  a  steady  focus  on  a  fixed,1
Beginners  Lift only one foot off the mat.,1
"wrists,  shoulders,  or  upper  extremity",1
times  to  maintain  the  integrity  of  the,1
Do  not  place  all  the  weight  on  the,1
Reach out  from  the  crown of  the  head,1
Position the body face down on the mat with the  weight  distributed in  the balls of the,1
"The hands are placed directly under the shoulders, the neck is retracted but lengthened with",1
"the  head  facing  down  in  neutral  posture.  Engage  optimum  posture,  core  lock,  and  Mula",1
"Bandha.   From  a side view,  the  body  is  linear from  the crown  of  the  head  to  the  heels  and",1
"the  weight  is  evenly  distributed  between  the  toes  and  the  palms.  Align  the  shoulders,",1
"elbows, and wrists in a straight line.  From the final position of HIGH PLANK bring the feet",1
together and  rotate on  to the  right  side so  the  inner  thighs are  in contact.  Engage  the  core,1
fully  and  lift  up.    Straighten  the  right  arm  and  stabilize  the  weight  between  the  right    palm,1
and  the  outside  of  the  right  foot.  The  lower  right  hand  is  directly  under  the  shoulder.  The,1
"chest faces sideways, perpendicular to the mat. Slowly raise the left arm parallel to the right",1
arm. The left palm faces forward and the fingers of the right palm face away from the crown,1
of  the  head.    Gaze  at  the  left  hand.  Maintain  the  asana  for  5  respirations.  Repeat  on  the,1
Integrate muscle coordination of the lower,1
asana.  The  spine   and  hips  sag  if  the core,1
"is  not fully  engaged,  placing  extra  pressure",1
Beginners  From the final position of HIGH PLANK  bring the feet together and rotate on,1
to the  right  side  so the inner  thighs are  in contact.  Straighten the  right  arm  and  stabilize,1
the weight between the right  palm and the outside of the right foot.    Bend  the  left  knee,1
and place the left foot on the mat in front of the right knee.  Place the left hand on the left,1
"hip.  The left arm may be raised, the palm faces forward.  Gaze at the left hand. Maintain",1
the  asana for 5 respirations. Repeat on the other side.,1
Intermediate  From the  final  position  of  HIGH  PLANK  bring  the  feet together  and  rotate,1
on  to  the  right  side  so  the  inner  thighs  are  in  contact.    Straighten  the  right  arm  and,1
stabilize  the  weight  between  the  right    palm  and  the  outside of  the right  foot.  The  lower,1
"right hand is directly under the shoulder. The chest faces sideways, perpendicular to the",1
mat.  The  left  arm  rests  on  the  left  hip.    Gaze  at  a  fixed  point.  Maintain  the  asana  for  5,1
Lie face up and bring both knees to the chest.,1
"Lie  face  up,  knees  bent, feet  together,  and  neck  and shoulder  blades  retracted in  optimum",1
"posture.   Inhale, interlock  the  fingers, and  grasp  the  legs  below  the  knees.   Exhale,  retract",1
the head and shoulders into the mat and gently draw the knees to the chest. The elbows are,1
close to the sides of the body.  Relax the eyes.  Maintain the  asana for 5 respirations.,1
Do  not  lift  the  hips  and  head  off  the  mat.,1
The  goal  is  to  stretch  the  lower  back  and,1
"sciatica,  visceral  complications,  or  in",1
Engage  the core  at all    times  to  protect,1
Maintain  optimum  posture  at  the  start,1
The  palms  remain  face  up  beside  the,1
Lie face up and extend the legs flat on the mat.,1
"The  palms  are  face  up  beside  the  body.  Retract  the  shoulder  blades,  engage  optimum",1
"posture, core lock, and Mula Bandha.  Inhale and vertically raise the left leg without moving",1
the right leg and pelvis off the mat.  Gaze at the toes of the raised leg.  Maintain the asana,1
for 5 respirations.  Repeat on the other side.,1
Intermediate    -  SUPINE  DOUBLE  LEG  RAISE    The  palms  are  face  up  beside  the  body.,1
"Retract the shoulder blades, engage optimum posture, core lock, and Mula Bandha.  Inhale,",1
raise the left leg as high as possible and follow by raising the right leg.  Both legs and thighs,1
are vertical and parallel with each other and may be supported with  the hands.  Gaze at the,1
toes.  Maintain the asana for 5 respirations.,1
"ulcers,  during  menstruation,  or  in  the",1
Engage  the  core  at  all    times  to  protect  the,1
Consciously  move  very  slowly  through  each,1
Maintain optimum posture in the start and end,1
"Exhale  upon  lowering  to  start  position,  slowly",1
"The  feet  are  stabilized,  hip-width  apart.    The  arms  are  beside  the  body,  palms  face  up.",1
"Retract the shoulder blades, engage optimum posture, core lock, and Mula Bandha.  Inhale",1
"and  move  through  the  spine,  one  vertebra  at  a  time,  raising  the  hips  off  the  mat.    Lift  the",1
body  so  the  weight  stabilizes  on  the  upper  shoulder  blades.    The chest and  navel are  in a,1
straight  line  and  the  chin  is  retracted.      Gaze  at  a  fixed  point.    Maintain  the  asana  for  5,1
Do not rush through the movement losing the,1
focus  of  moving  one  vertebra  at  a  time.,1
"When  practicing  BRIDGE  3,  be  fully  aware",1
that  the  hips  do  not  rotate.    Practice  the,1
"Intermediate  -  BRIDGE  2    From  the  raised  position,  maintain  optimum  posture,  core  lock,",1
"Mula Bandha, and raise both arms laterally in a circular motion overhead.  The arms rest on",1
"the  mat  above  the  head,  palms  face  up.    Gaze  at  a  fixed  point.    Maintain  the  asana  for  5",1
"Advanced  -  BRIDGE  3    From  BRIDGE    2,  maintain  optimum  posture,  core  lock,  and  Mula",1
"Bandha.    Exhale  and  extend  the  right  leg  fully,  parallel  with  the  left  thigh.    Hold  for  2",1
respirations.  Gaze at a fixed point.  Repeat on the other side.,1
Lie face up on the mat with the knees bent.,1
The  feet  are  hip-width  apart  and  the  neck  and  shoulder  blades  are  retracted  in  optimum,1
"posture.    Inhale  and  grasp  the  instep  of  both  feet  with  the  hands  respectively.    Exhale,",1
"externally  rotate  the  hips,  knees,  and  ankles  pushing  the  feet  away  from  the  hands.",1
Straighten  the  legs  perpendicular  to  the  mat.    Gently  pull  the  feet  down  so  the  thighs  are,1
parallel  with  the  mat.    Keep  the  low  back  grounded  to  the  mat.    Align  the  ankles  over  the,1
"knees and  lengthen  the  spine.    Retract  the  chin,  head,  and  shoulders  into  the  mat.   Close",1
the eyes.  Maintain the asana for 5 respirations.,1
Point  the toes away  from  the  body  and,1
The feet are together.  Place the palms face down underneath the gluteals.  The hands rest,1
side-by-side in the shape of a triangle.  Draw the elbows as close to the spine as possible.,1
"Inhale,  press  down  on  the  elbows  and  forearms,  and  lift  the  chest  recruiting  the  core",1
muscles.  Extend the spine and arch the back.  Lower the head back until the crown rests on,1
the mat.  Gaze at a fixed point.  Maintain the asana for 5 respirations.,1
It  is  important  to  lift  the  chest  and  lower,1
the head in a controlled manner.  If there is,1
"pain  or  strain  in  the  neck,  immediately",1
Opens  the  chest  cavity  and  the  front  of,1
Intermediate    CROSS-LEGGED  FISH    Lie  face  up  and  place  the  legs  in  cross-legged,1
"posture,  one  leg  over  the  other,  as  in  HALF  LOTUS.    Place  the  palms  face  down",1
underneath  the  gluteals.    The  hands  rest  side-by-side  in  the  shape  of  a  triangle.  Gently,1
"bend  back  supporting  the  body  weight  with  the  forearms,  elbows,  and  core  lowering  the",1
"head  and  spine  to  the  mat.    Draw  the  elbows  as close  to  the  spine  as  possible.    Inhale,",1
press  down  on  the  elbows  and  forearms  and  lift  the  chest  recruiting  the  core  muscles.,1
